file1 file2 flip heuristic runtime closed open
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_11_25.csv 18 17 11 844 9344
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_12_25.csv -1 34 180000 5656372 28729655
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_1_25.csv -1 31 180000 5582331 32761287
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_2_25.csv -1 33 180000 4599221 35216341
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_3_25.csv -1 36 180000 5900980 29052456
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_4_25.csv -1 31 180000 5568080 32851234
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_5_25.csv -1 33 180000 4795810 36079727
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_6_25.csv 34 31 29635 914513 7574510
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_7_25.csv 39 34 111259 3664463 17404781
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_8_25.csv -1 34 180000 5246769 29688871
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_9_25.csv -1 34 180000 5211405 30227368
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_10_25.csv 31 27 16751 631240 4117247
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_11_25.csv 30 25 30483 1203449 5759796
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_12_25.csv 31 30 2559 95478 1057627
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_1_25.csv -1 35 180000 4927037 32121629
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_2_25.csv -1 35 180000 5524401 32900572
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_3_25.csv -1 32 180000 5713571 32140364
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_4_25.csv -1 32 180000 5541690 30364674
../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2000_10_25.csv ../data/sealevel_experiments_paper/s_25/s_25_25/triangulation/t_2001_5_25.csv -1 31 180000 5807147 30235630
